totalBuyExposure,countBuyExposure,totalSellExposure,countSellExposure,sumExposureValue,totalBuyLimitExposure,countBuyLimitExposure,totalSellLimitExposure,countSellLimitExposure,sumExposurePending,allExposure
390.0,39,390.0,38,0.0,260.0,26,0,0,260.0,260.0
